都道府県,政令市･郡,政令市･郡（ふりがな）,市区町村,市区町村（ふりがな）
茨城県,,,潮来市,いたこし
茨城県,,,守谷市,もりやし
茨城県,,,常陸大宮市,ひたちおおみやし
茨城県,,,那珂市,なかし
茨城県,,,筑西市,ちくせいし
茨城県,,,坂東市,ばんどうし
茨城県,,,稲敷市,いなしきし
茨城県,,,かすみがうら市,かすみがうらし
茨城県,,,桜川市,さくらがわし
茨城県,,,神栖市,かみすし
茨城県,,,行方市,なめがたし
茨城県,,,鉾田市,ほこたし
茨城県,,,つくばみらい市,つくばみらいし
茨城県,,,小美玉市,おみたまし
茨城県,東茨城郡,ひがしいばらきぐん,茨城町,いばらきまち
茨城県,東茨城郡,ひがしいばらきぐん,大洗町,おおあらいまち
茨城県,東茨城郡,ひがしいばらきぐん,城里町,しろさとまち
茨城県,那珂郡,なかぐん,東海村,とうかいむら
茨城県,久慈郡,くじぐん,大子町,だいごまち
茨城県,稲敷郡,いなしきぐん,美浦村,みほむら
茨城県,稲敷郡,いなしきぐん,阿見町,あみまち
茨城県,稲敷郡,いなしきぐん,河内町,かわちまち
茨城県,結城郡,ゆうきぐん,八千代町,やちよまち
茨城県,猿島郡,さしまぐん,五霞町,ごかまち
茨城県,猿島郡,さしまぐん,境町,さかいまち
茨城県,北相馬郡,きたそうまぐん,利根町,とねまち
栃木県,,,宇都宮市,うつのみやし
栃木県,,,足利市,あしかがし
栃木県,,,栃木市,とちぎし
栃木県,,,佐野市,さのし
栃木県,,,鹿沼市,かぬまし
栃木県,,,日光市,にっこうし
栃木県,,,小山市,おやまし
栃木県,,,真岡市,もおかし
栃木県,,,大田原市,おおたわらし
栃木県,,,矢板市,やいたし
栃木県,,,那須塩原市,なすしおばらし
栃木県,,,さくら市,さくらし
栃木県,,,那須烏山市,なすからすやまし
栃木県,,,下野市,しもつけし
栃木県,河内郡,かわちぐん,上三川町,かみのかわまち
栃木県,芳賀郡,はがぐん,益子町,ましこまち
栃木県,芳賀郡,はがぐん,茂木町,もてぎまち
栃木県,芳賀郡,はがぐん,市貝町,いちかいまち
栃木県,芳賀郡,はがぐん,芳賀町,はがまち
栃木県,下都賀郡,しもつがぐん,壬生町,みぶまち
栃木県,下都賀郡,しもつがぐん,野木町,のぎまち
栃木県,塩谷郡,しおやぐん,塩谷町,しおやまち
栃木県,塩谷郡,しおやぐん,高根沢町,たかねざわまち
栃木県,那須郡,なすぐん,那須町,なすまち
栃木県,那須郡,なすぐん,那珂川町,なかがわまち
群馬県,,,前橋市,まえばしし
群馬県,,,高崎市,たかさきし
群馬県,,,桐生市,きりゅうし
群馬県,,,伊勢崎市,いせさきし
群馬県,,,太田市,おおたし
群馬県,,,沼田市,ぬまたし
群馬県,,,館林市,たてばやしし
群馬県,,,渋川市,しぶかわし
群馬県,,,藤岡市,ふじおかし
群馬県,,,富岡市,とみおかし
群馬県,,,安中市,あんなかし
群馬県,,,みどり市,みどりし
群馬県,北群馬郡,きたぐんまぐん,榛東村,しんとうむら
群馬県,北群馬郡,きたぐんまぐん,吉岡町,よしおかまち
群馬県,多野郡,たのぐん,上野村,うえのむら
群馬県,多野郡,たのぐん,神流町,かんなまち
群馬県,甘楽郡,かんらぐん,下仁田町,しもにたまち
群馬県,甘楽郡,かんらぐん,南牧村,なんもくむら
群馬県,甘楽郡,かんらぐん,甘楽町,かんらまち
群馬県,吾妻郡,あがつまぐん,中之条町,なかのじょうまち
群馬県,吾妻郡,あがつまぐん,長野原町,ながのはらまち
群馬県,吾妻郡,あがつまぐん,嬬恋村,つまごいむら
群馬県,吾妻郡,あがつまぐん,草津町,くさつまち
群馬県,吾妻郡,あがつまぐん,高山村,たかやまむら
群馬県,吾妻郡,あがつまぐん,東吾妻町,ひがしあがつままち
群馬県,利根郡,とねぐん,片品村,かたしなむら
群馬県,利根郡,とねぐん,川場村,かわばむら
群馬県,利根郡,とねぐん,昭和村,しょうわむら
群馬県,利根郡,とねぐん,みなかみ町,みなかみまち
群馬県,佐波郡,さわぐん,玉村町,たまむらまち
群馬県,邑楽郡,おうらぐん,板倉町,いたくらまち
群馬県,邑楽郡,おうらぐん,明和町,めいわまち
群馬県,邑楽郡,おうらぐん,千代田町,ちよだまち
群馬県,邑楽郡,おうらぐん,大泉町,おおいずみまち
群馬県,邑楽郡,おうらぐん,邑楽町,おうらまち
埼玉県,さいたま市,さいたまし,,
埼玉県,さいたま市,さいたまし,西区,にしく
埼玉県,さいたま市,さいたまし,北区,きたく
埼玉県,さいたま市,さいたまし,大宮区,おおみやく
埼玉県,さいたま市,さいたまし,見沼区,みぬまく
埼玉県,さいたま市,さいたまし,中央区,ちゅうおうく
埼玉県,さいたま市,さいたまし,桜区,さくらく
埼玉県,さいたま市,さいたまし,浦和区,うらわく
埼玉県,さいたま市,さいたまし,南区,みなみく
埼玉県,さいたま市,さいたまし,緑区,みどりく
埼玉県,さいたま市,さいたまし,岩槻区,いわつきく
埼玉県,,,川越市,かわごえし
埼玉県,,,熊谷市,くまがやし
埼玉県,,,川口市,かわぐちし
埼玉県,,,行田市,ぎょうだし
埼玉県,,,秩父市,ちちぶし
埼玉県,,,所沢市,ところざわし
埼玉県,,,飯能市,はんのうし
埼玉県,,,加須市,かぞし
埼玉県,,,本庄市,ほんじょうし
埼玉県,,,東松山市,ひがしまつやまし
埼玉県,,,春日部市,かすかべし
埼玉県,,,狭山市,さやまし
埼玉県,,,羽生市,はにゅうし
埼玉県,,,鴻巣市,こうのすし
埼玉県,,,深谷市,ふかやし
埼玉県,,,上尾市,あげおし
埼玉県,,,草加市,そうかし
埼玉県,,,越谷市,こしがやし
埼玉県,,,蕨市,わらびし
埼玉県,,,戸田市,とだし
埼玉県,,,入間市,いるまし
埼玉県,,,朝霞市,あさかし
埼玉県,,,志木市,しきし
埼玉県,,,和光市,わこうし
埼玉県,,,新座市,にいざし
埼玉県,,,桶川市,おけがわし
埼玉県,,,久喜市,くきし
埼玉県,,,北本市,きたもとし
埼玉県,,,八潮市,やしおし
埼玉県,,,富士見市,ふじみし
埼玉県,,,三郷市,みさとし
埼玉県,,,蓮田市,はすだし
埼玉県,,,坂戸市,さかどし
埼玉県,,,幸手市,さってし
埼玉県,,,鶴ヶ島市,つるがしまし
埼玉県,,,日高市,ひだかし
埼玉県,,,吉川市,よしかわし
埼玉県,,,ふじみ野市,ふじみのし
埼玉県,,,白岡市,しらおかし
埼玉県,北足立郡,きたあだちぐん,伊奈町,いなまち
埼玉県,入間郡,いるまぐん,三芳町,みよしまち
埼玉県,入間郡,いるまぐん,毛呂山町,もろやままち
埼玉県,入間郡,いるまぐん,越生町,おごせまち
埼玉県,比企郡,ひきぐん,滑川町,なめがわまち
埼玉県,比企郡,ひきぐん,嵐山町,らんざんまち
埼玉県,比企郡,ひきぐん,小川町,おがわまち
埼玉県,比企郡,ひきぐん,川島町,かわじままち
埼玉県,比企郡,ひきぐん,吉見町,よしみまち
埼玉県,比企郡,ひきぐん,鳩山町,はとやままち
埼玉県,比企郡,ひきぐん,ときがわ町,ときがわまち
埼玉県,秩父郡,ちちぶぐん,横瀬町,よこぜまち
埼玉県,秩父郡,ちちぶぐん,皆野町,みなのまち
埼玉県,秩父郡,ちちぶぐん,長瀞町,ながとろまち
埼玉県,秩父郡,ちちぶぐん,小鹿野町,おがのまち
埼玉県,秩父郡,ちちぶぐん,東秩父村,ひがしちちぶむら
埼玉県,児玉郡,こだまぐん,美里町,みさとまち
埼玉県,児玉郡,こだまぐん,神川町,かみかわまち
埼玉県,児玉郡,こだまぐん,上里町,かみさとまち
埼玉県,大里郡,おおさとぐん,寄居町,よりいまち
埼玉県,南埼玉郡,みなみさいたまぐん,宮代町,みやしろまち
埼玉県,北葛飾郡,きたかつしかぐん,杉戸町,すぎとまち
埼玉県,北葛飾郡,きたかつしかぐん,松伏町,まつぶしまち
千葉県,千葉市,ちばし,,
千葉県,千葉市,ちばし,中央区,ちゅうおうく
千葉県,千葉市,ちばし,花見川区,はなみがわく
千葉県,千葉市,ちばし,稲毛区,いなげく
千葉県,千葉市,ちばし,若葉区,わかばく
千葉県,千葉市,ちばし,緑区,みどりく
千葉県,千葉市,ちばし,美浜区,みはまく
千葉県,,,銚子市,ちょうしし
千葉県,,,市川市,いちかわし
千葉県,,,船橋市,ふなばしし
千葉県,,,館山市,たてやまし
千葉県,,,木更津市,きさらづし
千葉県,,,松戸市,まつどし
千葉県,,,野田市,のだし
千葉県,,,茂原市,もばらし
千葉県,,,成田市,なりたし
千葉県,,,佐倉市,さくらし
千葉県,,,東金市,とうがねし
千葉県,,,旭市,あさひし
千葉県,,,習志野市,ならしのし
千葉県,,,柏市,かしわし
千葉県,,,勝浦市,かつうらし
千葉県,,,市原市,いちはらし
千葉県,,,流山市,ながれやまし
千葉県,,,八千代市,やちよし
千葉県,,,我孫子市,あびこし
千葉県,,,鴨川市,かもがわし
千葉県,,,鎌ケ谷市,かまがやし
千葉県,,,君津市,きみつし
千葉県,,,富津市,ふっつし
千葉県,,,浦安市,うらやすし
千葉県,,,四街道市,よつかいどうし
千葉県,,,袖ケ浦市,そでがうらし
千葉県,,,八街市,やちまたし
千葉県,,,印西市,いんざいし
千葉県,,,白井市,しろいし
千葉県,,,富里市,とみさとし
千葉県,,,南房総市,みなみぼうそうし
千葉県,,,匝瑳市,そうさし
千葉県,,,香取市,かとりし
千葉県,,,山武市,さんむし
千葉県,,,いすみ市,いすみし
千葉県,,,大網白里市,おおあみしらさとし
千葉県,印旛郡,いんばぐん,酒々井町,しすいまち
千葉県,印旛郡,いんばぐん,栄町,さかえまち
千葉県,香取郡,かとりぐん,神崎町,こうざきまち
千葉県,香取郡,かとりぐん,多古町,たこまち
千葉県,香取郡,かとりぐん,東庄町,とうのしょうまち
千葉県,山武郡,さんぶぐん,九十九里町,くじゅうくりまち
千葉県,山武郡,さんぶぐん,芝山町,しばやままち
千葉県,山武郡,さんぶぐん,横芝光町,よこしばひかりまち
千葉県,長生郡,ちょうせいぐん,一宮町,いちのみやまち
千葉県,長生郡,ちょうせいぐん,睦沢町,むつざわまち
千葉県,長生郡,ちょうせいぐん,長生村,ちょうせいむら
千葉県,長生郡,ちょうせいぐん,白子町,しらこまち
千葉県,長生郡,ちょうせいぐん,長柄町,ながらまち
千葉県,長生郡,ちょうせいぐん,長南町,ちょうなんまち
千葉県,夷隅郡,いすみぐん,大多喜町,おおたきまち
千葉県,夷隅郡,いすみぐん,御宿町,おんじゅくまち
千葉県,安房郡,あわぐん,鋸南町,きょなんまち
東京都,,,特別区部,とくべつくぶ
東京都,,,千代田区,ちよだく
東京都,,,中央区,ちゅうおうく
東京都,,,港区,みなとく
東京都,,,新宿区,しんじゅくく
東京都,,,文京区,ぶんきょうく
東京都,,,台東区,たいとうく
東京都,,,墨田区,すみだく
東京都,,,江東区,こうとうく
東京都,,,品川区,しながわく
東京都,,,目黒区,めぐろく
東京都,,,大田区,おおたく
東京都,,,世田谷区,せたがやく
東京都,,,渋谷区,しぶやく
東京都,,,中野区,なかのく
東京都,,,杉並区,すぎなみく
東京都,,,豊島区,としまく
東京都,,,北区,きたく
東京都,,,荒川区,あらかわく
東京都,,,板橋区,いたばしく
東京都,,,練馬区,ねりまく
東京都,,,足立区,あだちく
東京都,,,葛飾区,かつしかく
東京都,,,江戸川区,えどがわく
東京都,,,八王子市,はちおうじし
東京都,,,立川市,たちかわし
東京都,,,武蔵野市,むさしのし
東京都,,,三鷹市,みたかし
東京都,,,青梅市,おうめし
東京都,,,府中市,ふちゅうし
東京都,,,昭島市,あきしまし
東京都,,,調布市,ちょうふし
東京都,,,町田市,まちだし
東京都,,,小金井市,こがねいし
東京都,,,小平市,こだいらし
東京都,,,日野市,ひのし
東京都,,,東村山市,ひがしむらやまし
東京都,,,国分寺市,こくぶんじし
東京都,,,国立市,くにたちし
東京都,,,福生市,ふっさし
東京都,,,狛江市,こまえし
東京都,,,東大和市,ひがしやまとし
東京都,,,清瀬市,きよせし
東京都,,,東久留米市,ひがしくるめし
東京都,,,武蔵村山市,むさしむらやまし
東京都,,,多摩市,たまし
東京都,,,稲城市,いなぎし
東京都,,,羽村市,はむらし
東京都,,,あきる野市,あきるのし
東京都,,,西東京市,にしとうきょうし
東京都,西多摩郡,にしたまぐん,瑞穂町,みずほまち
東京都,西多摩郡,にしたまぐん,日の出町,ひのでまち
東京都,西多摩郡,にしたまぐん,檜原村,ひのはらむら
東京都,西多摩郡,にしたまぐん,奥多摩町,おくたままち
東京都,大島支庁,おおしましちょう,大島町,おおしままち
東京都,大島支庁,おおしましちょう,利島村,としまむら
東京都,大島支庁,おおしましちょう,新島村,にいじまむら
東京都,大島支庁,おおしましちょう,神津島村,こうづしまむら
東京都,三宅支庁,みやけしちょう,三宅村,みやけむら
東京都,三宅支庁,みやけしちょう,御蔵島村,みくらじまむら
東京都,八丈支庁,はちじょうしちょう,八丈町,はちじょうまち
東京都,八丈支庁,はちじょうしちょう,青ヶ島村,あおがしまむら
東京都,小笠原支庁,おがさわらしちょう,小笠原村,おがさわらむら
神奈川県,横浜市,よこはまし,,
神奈川県,横浜市,よこはまし,鶴見区,つるみく
神奈川県,横浜市,よこはまし,神奈川区,かながわく
神奈川県,横浜市,よこはまし,西区,にしく
神奈川県,横浜市,よこはまし,中区,なかく
神奈川県,横浜市,よこはまし,南区,みなみく
神奈川県,横浜市,よこはまし,保土ケ谷区,ほどがやく
神奈川県,横浜市,よこはまし,磯子区,いそごく
神奈川県,横浜市,よこはまし,金沢区,かなざわく
神奈川県,横浜市,よこはまし,港北区,こうほくく
神奈川県,横浜市,よこはまし,戸塚区,とつかく
神奈川県,横浜市,よこはまし,港南区,こうなんく
神奈川県,横浜市,よこはまし,旭区,あさひく
神奈川県,横浜市,よこはまし,緑区,みどりく
神奈川県,横浜市,よこはまし,瀬谷区,せやく
神奈川県,横浜市,よこはまし,栄区,さかえく
神奈川県,横浜市,よこはまし,泉区,いずみく
神奈川県,横浜市,よこはまし,青葉区,あおばく
神奈川県,横浜市,よこはまし,都筑区,つづきく
神奈川県,川崎市,かわさきし,,
神奈川県,川崎市,かわさきし,川崎区,かわさきく
神奈川県,川崎市,かわさきし,幸区,さいわいく
神奈川県,川崎市,かわさきし,中原区,なかはらく
神奈川県,川崎市,かわさきし,高津区,たかつく
神奈川県,川崎市,かわさきし,多摩区,たまく
神奈川県,川崎市,かわさきし,宮前区,みやまえく
神奈川県,川崎市,かわさきし,麻生区,あさおく
神奈川県,相模原市,さがみはらし,,
神奈川県,相模原市,さがみはらし,緑区,みどりく
神奈川県,相模原市,さがみはらし,中央区,ちゅうおうく
神奈川県,相模原市,さがみはらし,南区,みなみく
神奈川県,,,横須賀市,よこすかし
神奈川県,,,平塚市,ひらつかし
神奈川県,,,鎌倉市,かまくらし
神奈川県,,,藤沢市,ふじさわし
神奈川県,,,小田原市,おだわらし
神奈川県,,,茅ヶ崎市,ちがさきし
神奈川県,,,逗子市,ずしし
神奈川県,,,三浦市,みうらし
神奈川県,,,秦野市,はだのし
神奈川県,,,厚木市,あつぎし
神奈川県,,,大和市,やまとし
神奈川県,,,伊勢原市,いせはらし
神奈川県,,,海老名市,えびなし
神奈川県,,,座間市,ざまし
神奈川県,,,南足柄市,みなみあしがらし
神奈川県,,,綾瀬市,あやせし
神奈川県,三浦郡,みうらぐん,葉山町,はやままち
神奈川県,高座郡,こうざぐん,寒川町,さむかわまち
神奈川県,中郡,なかぐん,大磯町,おおいそまち
神奈川県,中郡,なかぐん,二宮町,にのみやまち
神奈川県,足柄上郡,あしがらかみぐん,中井町,なかいまち
神奈川県,足柄上郡,あしがらかみぐん,大井町,おおいまち
神奈川県,足柄上郡,あしがらかみぐん,松田町,まつだまち
神奈川県,足柄上郡,あしがらかみぐん,山北町,やまきたまち
神奈川県,足柄上郡,あしがらかみぐん,開成町,かいせいまち
神奈川県,足柄下郡,あしがらしもぐん,箱根町,はこねまち
神奈川県,足柄下郡,あしがらしもぐん,真鶴町,まなづるまち
神奈川県,足柄下郡,あしがらしもぐん,湯河原町,ゆがわらまち
神奈川県,愛甲郡,あいこうぐん,愛川町,あいかわまち
神奈川県,愛甲郡,あいこうぐん,清川村,きよかわむら
新潟県,新潟市,にいがたし,,
新潟県,新潟市,にいがたし,北区,きたく
新潟県,新潟市,にいがたし,東区,ひがしく
新潟県,新潟市,にいがたし,中央区,ちゅうおうく
新潟県,新潟市,にいがたし,江南区,こうなんく
新潟県,新潟市,にいがたし,秋葉区,あきはく
新潟県,新潟市,にいがたし,南区,みなみく
新潟県,新潟市,にいがたし,西区,にしく
新潟県,新潟市,にいがたし,西蒲区,にしかんく
新潟県,,,長岡市,ながおかし
新潟県,,,三条市,さんじょうし
新潟県,,,柏崎市,かしわざきし
新潟県,,,新発田市,しばたし
新潟県,,,小千谷市,おぢやし
新潟県,,,加茂市,かもし
新潟県,,,十日町市,とおかまちし
新潟県,,,見附市,みつけし
新潟県,,,村上市,むらかみし
新潟県,,,燕市,つばめし
新潟県,,,糸魚川市,いといがわし
新潟県,,,妙高市,みょうこうし
新潟県,,,五泉市,ごせんし
新潟県,,,上越市,じょうえつし
新潟県,,,阿賀野市,あがのし
新潟県,,,佐渡市,さどし
新潟県,,,魚沼市,うおぬまし
新潟県,,,南魚沼市,みなみうおぬまし
新潟県,,,胎内市,たいないし
新潟県,北蒲原郡,きたかんばらぐん,聖籠町,せいろうまち
新潟県,西蒲原郡,にしかんばらぐん,弥彦村,やひこむら
新潟県,南蒲原郡,みなみかんばらぐん,田上町,たがみまち
新潟県,東蒲原郡,ひがしかんばらぐん,阿賀町,あがまち
新潟県,三島郡,さんとうぐん,出雲崎町,いずもざきまち
新潟県,南魚沼郡,みなみうおぬまぐん,湯沢町,ゆざわまち
新潟県,中魚沼郡,なかうおぬまぐん,津南町,つなんまち
新潟県,刈羽郡,かりわぐん,刈羽村,かりわむら
新潟県,岩船郡,いわふねぐん,関川村,せきかわむら
新潟県,岩船郡,いわふねぐん,粟島浦村,あわしまうらむら
富山県,,,富山市,とやまし
富山県,,,高岡市,たかおかし
富山県,,,魚津市,うおづし
富山県,,,氷見市,ひみし
富山県,,,滑川市,なめりかわし
富山県,,,黒部市,くろべし
富山県,,,砺波市,となみし
富山県,,,小矢部市,おやべし
富山県,,,南砺市,なんとし
富山県,,,射水市,いみずし
富山県,中新川郡,なかにいかわぐん,舟橋村,ふなはしむら
富山県,中新川郡,なかにいかわぐん,上市町,かみいちまち
富山県,中新川郡,なかにいかわぐん,立山町,たてやままち
富山県,下新川郡,しもにいかわぐん,入善町,にゅうぜんまち
富山県,下新川郡,しもにいかわぐん,朝日町,あさひまち
石川県,,,金沢市,かなざわし
石川県,,,七尾市,ななおし
石川県,,,小松市,こまつし
石川県,,,輪島市,わじまし
石川県,,,珠洲市,すずし
石川県,,,加賀市,かがし
石川県,,,羽咋市,はくいし
石川県,,,かほく市,かほくし
石川県,,,白山市,はくさんし
石川県,,,能美市,のみし
石川県,,,野々市市,ののいちし
石川県,能美郡,のみぐん,川北町,かわきたまち
石川県,河北郡,かほくぐん,津幡町,つばたまち
石川県,河北郡,かほくぐん,内灘町,うちなだまち
石川県,羽咋郡,はくいぐん,志賀町,しかまち
石川県,羽咋郡,はくいぐん,宝達志水町,ほうだつしみずちょう
石川県,鹿島郡,かしまぐん,中能登町,なかのとまち
石川県,鳳珠郡,ほうすぐん,穴水町,あなみずまち
石川県,鳳珠郡,ほうすぐん,能登町,のとちょう
福井県,,,福井市,ふくいし
福井県,,,敦賀市,つるがし
福井県,,,小浜市,おばまし
福井県,,,大野市,おおのし
福井県,,,勝山市,かつやまし
福井県,,,鯖江市,さばえし
福井県,,,あわら市,あわらし
福井県,,,越前市,えちぜんし
福井県,,,坂井市,さかいし
福井県,吉田郡,よしだぐん,永平寺町,えいへいじちょう
福井県,今立郡,いまだてぐん,池田町,いけだちょう
福井県,南条郡,なんじょうぐん,南越前町,みなみえちぜんちょう
福井県,丹生郡,にゅうぐん,越前町,えちぜんちょう
福井県,三方郡,みかたぐん,美浜町,みはまちょう
福井県,大飯郡,おおいぐん,高浜町,たかはまちょう
福井県,大飯郡,おおいぐん,おおい町,おおいちょう
福井県,三方上中郡,みかたかみなかぐん,若狭町,わかさちょう
山梨県,,,甲府市,こうふし
山梨県,,,富士吉田市,ふじよしだし
山梨県,,,都留市,つるし
山梨県,,,山梨市,やまなしし
山梨県,,,大月市,おおつきし
山梨県,,,韮崎市,にらさきし
山梨県,,,南アルプス市,みなみあるぷすし
山梨県,,,北杜市,ほくとし
山梨県,,,甲斐市,かいし
山梨県,,,笛吹市,ふえふきし
山梨県,,,上野原市,うえのはらし
山梨県,,,甲州市,こうしゅうし
山梨県,,,中央市,ちゅうおうし
山梨県,西八代郡,にしやつしろぐん,市川三郷町,いちかわみさとちょう
山梨県,南巨摩郡,みなみこまぐん,早川町,はやかわちょう
山梨県,南巨摩郡,みなみこまぐん,身延町,みのぶちょう
山梨県,南巨摩郡,みなみこまぐん,南部町,なんぶちょう
山梨県,南巨摩郡,みなみこまぐん,富士川町,ふじかわちょう
山梨県,中巨摩郡,なかこまぐん,昭和町,しょうわちょう
山梨県,南都留郡,みなみつるぐん,道志村,どうしむら
山梨県,南都留郡,みなみつるぐん,西桂町,にしかつらちょう
山梨県,南都留郡,みなみつるぐん,忍野村,おしのむら
山梨県,南都留郡,みなみつるぐん,山中湖村,やまなかこむら
山梨県,南都留郡,みなみつるぐん,鳴沢村,なるさわむら
山梨県,南都留郡,みなみつるぐん,富士河口湖町,ふじかわぐちこまち
山梨県,北都留郡,きたつるぐん,小菅村,こすげむら
山梨県,北都留郡,きたつるぐん,丹波山村,たばやまむら
長野県,,,長野市,ながのし
長野県,,,松本市,まつもとし
長野県,,,上田市,うえだし
長野県,,,岡谷市,おかやし
長野県,,,飯田市,いいだし
長野県,,,諏訪市,すわし
長野県,,,須坂市,すざかし
長野県,,,小諸市,こもろし
長野県,,,伊那市,いなし
長野県,,,駒ヶ根市,こまがねし
長野県,,,中野市,なかのし
長野県,,,大町市,おおまちし
長野県,,,飯山市,いいやまし
長野県,,,茅野市,ちのし
長野県,,,塩尻市,しおじりし
長野県,,,佐久市,さくし
長野県,,,千曲市,ちくまし
長野県,,,東御市,とうみし
長野県,,,安曇野市,あづみのし
長野県,南佐久郡,みなみさくぐん,小海町,こうみまち
長野県,南佐久郡,みなみさくぐん,川上村,かわかみむら
長野県,南佐久郡,みなみさくぐん,南牧村,みなみまきむら
長野県,南佐久郡,みなみさくぐん,南相木村,みなみあいきむら
長野県,南佐久郡,みなみさくぐん,北相木村,きたあいきむら
長野県,南佐久郡,みなみさくぐん,佐久穂町,さくほまち
長野県,北佐久郡,きたさくぐん,軽井沢町,かるいざわまち
長野県,北佐久郡,きたさくぐん,御代田町,みよたまち
長野県,北佐久郡,きたさくぐん,立科町,たてしなまち
長野県,小県郡,ちいさがたぐん,青木村,あおきむら
長野県,小県郡,ちいさがたぐん,長和町,ながわまち
長野県,諏訪郡,すわぐん,下諏訪町,しもすわまち
長野県,諏訪郡,すわぐん,富士見町,ふじみまち
長野県,諏訪郡,すわぐん,原村,はらむら
長野県,上伊那郡,かみいなぐん,辰野町,たつのまち
長野県,上伊那郡,かみいなぐん,箕輪町,みのわまち
長野県,上伊那郡,かみいなぐん,飯島町,いいじままち
長野県,上伊那郡,かみいなぐん,南箕輪村,みなみみのわむら
長野県,上伊那郡,かみいなぐん,中川村,なかがわむら
長野県,上伊那郡,かみいなぐん,宮田村,みやだむら
長野県,下伊那郡,しもいなぐん,松川町,まつかわまち
長野県,下伊那郡,しもいなぐん,高森町,たかもりまち
長野県,下伊那郡,しもいなぐん,阿南町,あなんちょう
長野県,下伊那郡,しもいなぐん,阿智村,あちむら
長野県,下伊那郡,しもいなぐん,平谷村,ひらやむら
長野県,下伊那郡,しもいなぐん,根羽村,ねばむら
長野県,下伊那郡,しもいなぐん,下條村,しもじょうむら
